"MgO" "Al2O3" "SiO2" "P2O5" "S" "Cl" "K2O" "CaO" "Ti" "V" "Cr" "Mn" "Fe" "Co" "Ni" "Cu" "Zn" "As" "Se" "Rb" "Sr" "Y" "Zr" "Nb" "Mo" "Rh" "Pd" "Ag" "Cd" "Sn" "Sb" "Ba" "La" "Ce" "Hf" "Ta" "W" "Pt" "Au" "Hg" "Tl" "Pb" "Bi" "Th" "U"
"21" 0.0368108371104453 0.294217611810835 0.523175696836831 0.0196140212682158 NA 0.0395495023572551 0.386868602812682 0.0500241347870392 0.412443552433517 0.0826446280991736 NA 0.167218543046358 0.280506523407521 NA 0.28125 0.0642201834862385 0.121621621621622 0 NA 0.361111111111111 0.0243212669683258 0.04 0.296153846153846 0.181818181818182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"22" 0.0631609945968093 0.395827617032952 0.620991976496205 0.0485230405671524 NA 0.149292823467784 0.473911958059416 0.0869350352827601 0.501588894463957 0.0743801652892562 NA 0.35182119205298 0.360440403801877 NA 0.3125 0.0825688073394495 0.135135135135135 0.25 NA 0.333333333333333 0.0322398190045249 0.2 0.276923076923077 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"23" 0.164297969322168 0.674051389171631 0.790279704114656 0.0788499409216227 0.000924404272801972 0.151388161341016 0.703004077556795 0.114157542695588 0.599431343033952 0.15702479338843 NA 0.300496688741722 0.550150540173564 NA 0.25 0.110091743119266 0.202702702702703 0.2 NA 0.388888888888889 0.0373303167420814 0.32 0.423076923076923 0.272727272727273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"24" 0.195155053647794 0.710137102698684 0.862651559214353 0.0687672311933832 0.057980690221857 0.121005762179151 0.718398934842307 0.109169686707479 0.647098176952668 NA NA 0.272350993377484 0.631825963752288 NA 0.21875 0.119266055045872 0.189189189189189 0.45 NA 0.472222222222222 0.0407239819004525 0.2 0.376923076923077 0.272727272727273 0 NA NA 0.0476190476190476 NA NA NA 0.162921348314607 NA NA NA NA NA NA NA NA NA NA NA NA NA
"25" 0.105003713093135 0.447358405395597 0.663046396134401 0.0935801496652225 NA 0.0306443163960189 0.583090621619373 0.0504110575633826 0.612644254892122 NA NA 0.580298013245033 0.583239860676545 NA 0.46875 0.0825688073394495 0.378378378378378 NA NA 0.611111111111111 0.0328054298642534 0.4 0.326923076923077 0.454545454545455 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"26" 0.144772220941845 0.609509563554934 0.753788048260331 0.0946041748719968 NA 0.0555264536406496 0.751934759091287 0.085898771807504 0.795450744271617 0.0702479338842975 0.23728813559322 0.36341059602649 0.784078162819529 NA 0.4375 0.137614678899083 0.432432432432432 0.05 NA 0.694444444444444 0.0350678733031674 0.68 0.430769230769231 0.363636363636364 NA NA NA NA NA NA NA 0.183520599250936 NA NA NA NA NA NA NA NA NA NA NA NA NA
"27" 0.141852961511869 0.182747541622043 0.378855159351558 0.0604962583694368 NA 0.0568360398114196 0.328701006906882 0.0207635786908985 0.287339019902994 NA NA 0.135761589403974 0.294911151779916 NA 0.28125 0.073394495412844 0.297297297297297 NA NA 0.555555555555555 0.0254524886877828 0.2 0.257692307692308 0.363636363636364 NA NA NA NA NA NA NA 0.237827715355805 0.452380952380952 NA NA NA NA NA NA NA NA NA NA NA NA
"28" 0.161801234283373 0.485825050229685 0.714095566193906 0.0474990153603781 NA 0.0599790466212677 0.484230673212948 0.106062811740999 0.499916373975581 0.00826446280991736 NA 0.222682119205298 0.476149713678493 NA 0.3125 0.0825688073394495 0.162162162162162 NA NA 0.361111111111111 0.040158371040724 0.32 0.45 NA NA NA NA NA NA NA NA 0.181647940074906 NA NA NA NA NA NA NA NA NA NA NA NA NA
"29" 0.232887762157179 0.297926199980528 0.516457130926282 0.0345805435210713 0.00148931799506984 0.0450497642744893 0.321211616876092 0.0617486610939571 0.394045827061382 0.0537190082644628 NA 0.141556291390729 0.269614499084952 NA 0.25 0.073394495412844 0.148648648648649 0 NA 0.333333333333333 0.0367647058823529 0.12 0.376923076923077 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"30" 0.124657499167755 0.453509882192581 0.668618480903166 0.0526191413942497 NA 0.0728129910948141 0.508363152201049 0.0997915980293755 0.549757484529185 0.0454545454545454 NA 0.242549668874172 0.472312415136667 NA 0.1875 0.091743119266055 0.162162162162162 0.15 NA 0.333333333333333 0.0373303167420814 0.32 0.319230769230769 0.454545454545455 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"31" 0.113569434841617 0.334985528540197 0.586565850894069 0.0460811343048444 NA 0.0306443163960189 0.405342431555297 0.096127324409847 0.495567820705804 NA NA 0.163079470198675 0.355422398016412 NA 0.1875 0.0642201834862385 0.148648648648649 NA NA 0.333333333333333 0.0186651583710407 0.16 0.257692307692308 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"32" 0.160700110112417 0.514015630946796 0.783702817174474 0.0226073257187869 0.000308134757600657 0.0610267155578837 0.497129067154864 0.0912294950083131 0.44639571834755 NA NA 0.139072847682119 0.37720644666155 NA 0.0625 0.073394495412844 0.0810810810810811 0 NA 0.222222222222222 0.0141402714932127 0.16 0.0692307692307692 0.181818181818182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"33" 0.148805408312207 0.579088519308556 0.819092732614499 0.0481291847183931 NA 0.0544787847040335 0.539901805775152 0.100197675398607 0.520655628031443 0.107438016528926 0.0508474576271186 0.254966887417219 0.498848810437452 NA 0.1875 0.091743119266055 0.162162162162162 0 NA 0.305555555555556 0.0192307692307692 0.2 0.130769230769231 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"34" 0.143235768610279 0.602136642444305 0.913462112060609 0.0935801496652225 NA 0.035620743844945 0.634434551052675 0.123562447803734 0.662485365445727 0.252066115702479 0.864406779661017 0.266556291390729 0.538313950056084 NA 0.25 0.110091743119266 0.202702702702703 0.1 NA 0.361111111111111 0.040158371040724 0.24 0.373076923076923 0.181818181818182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35" 0.240390771042995 0.747267239624362 0.883275170387604 0.0759354076408035 NA 0.0924567836563646 0.645002912540568 0.161425331566003 0.648937949489881 0.0702479338842975 NA 0.333609271523179 0.658864159631619 NA 0.25 0.137614678899083 0.189189189189189 NA NA 0.388888888888889 0.0537330316742081 0.36 0.434615384615385 0.181818181818182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA
"36" 0.19626898158818 0.697134916490383 0.873370691840783 0.0525403702244978 NA 0.037454164484023 0.656236997586752 0.138116107480252 0.701120588727212 0.210743801652893 NA 0.34023178807947 0.66343940020072 NA 0.1875 0.100917431192661 0.216216216216216 0 NA 0.361111111111111 0.041289592760181 0.44 0.453846153846154 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"37" 0.238214130239943 0.586372929961675 0.91700035792582 0.0686884600236314 0.647493837304848 0.212676794133054 0.656569859365898 0.13360711631435 0.773707977922729 0.223140495867769 0.491525423728814 0.302980132450331 0.686315603046225 NA 0.34375 0.110091743119266 0.243243243243243 0.15 NA 0.5 0.0452488687782805 0.52 0.573076923076923 0.181818181818182 NA NA NA 0.238095238095238 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"38" 0.385572712606591 0.529274833821616 0.887212354406216 0.0716029933044506 0.679488496302383 0.21372446306967 0.634850628276608 0.132340997724434 0.725037631710988 0.0330578512396694 0.0338983050847457 0.277317880794702 0.656355156738887 NA 0.15625 0.110091743119266 0.243243243243243 NA NA 0.555555555555555 0.0486425339366516 0.4 0.557692307692308 0 0.285714285714286 NA NA NA NA NA NA 0.129213483146067 NA NA NA NA NA NA NA NA NA NA NA NA NA
"39" 0.160981793039871 0.348536479585063 0.556552279540065 0.0333989759747932 NA 0.15295966474594 0.455271698427228 0.0681865197637089 0.500250878073256 0.0206611570247934 NA 0.201986754966887 0.386711139972844 NA 0.21875 0.055045871559633 0.162162162162162 NA NA 0.361111111111111 0.0294117647058823 0 0.380769230769231 0.181818181818182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"40" 0.253476223400169 0.561492640355458 0.728256006442665 0.0443481685703033 NA 0.0233106338397066 0.716734625946576 0.0681980125194419 0.660645592908513 0.0909090909090909 NA 0.408112582781457 0.688175216954956 NA 0.46875 0.110091743119266 0.324324324324324 0.1 NA 0.527777777777778 0.0311085972850679 0.44 0.396153846153846 0.272727272727273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"41" 0.173055747612097 0.204813198679424 0.436438339820739 0.040252067743206 0.0046733771569433 0.0633839706652698 0.30556711325622 0.0613387528061479 0.33149356079612 0.0578512396694215 NA 0.129966887417219 0.228378298600862 NA 0.21875 0.0642201834862385 0.162162162162162 0.1 NA 0.361111111111111 0.0333710407239819 0.08 0.296153846153846 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"42" 0.169189009244322 0.483780458661191 0.668840320343609 0.0596297755021662 0.000821692686935086 0.0290728129910948 0.661313139718732 0.0658400821348943 0.671015219936444 0.107438016528926 NA 0.217715231788079 0.575683334317256 NA 0.34375 0.0642201834862385 0.310810810810811 0.25 NA 0.555555555555555 0.0265837104072398 0.36 0.403846153846154 0.272727272727273 NA NA NA NA NA NA NA 0.174157303370786 NA NA NA NA NA NA NA NA NA NA NA NA NA
"43" 0.134542009167499 0.534886396827785 0.797520245179187 0.0327688066167783 0.0039543960558751 0.0117862755369303 0.596571523674794 0.116109395710904 0.546746947650109 0.152892561983471 NA 0.288079470198676 0.472548556585395 NA 0.3125 0.073394495412844 0.148648648648649 0.1 NA 0.333333333333333 0.0265837104072398 0.24 0.307692307692308 0 NA NA NA 0.142857142857143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"44" 0.305241863204527 0.555677503297014 0.986011065873264 0.0463174478141 NA 0.0599790466212677 0.525255887492719 0.0885516829225312 0.473156046161565 0.0578512396694215 NA 0.230960264900662 0.447989845917705 NA 0.15625 0.0642201834862385 0.108108108108108 0.1 NA 0.333333333333333 0.0305429864253394 0.36 0.384615384615385 0.0909090909090909 NA NA NA 0.428571428571429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"45" 0.191954111290364 0.413680176312831 0.713513936736611 0.0442693974005514 NA 0.035882661079099 0.518931513688941 0.0952749450263184 0.470981769526677 0.235537190082645 NA 0.240066225165563 0.377176928980459 NA 0.375 0.073394495412844 0.162162162162162 0 NA 0.388888888888889 0.0243212669683258 0.28 0.284615384615385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"46" 0.167114798596707 0.355130508669599 0.668445110584165 0.0801890508074045 0.0137633525061627 0.0542168674698795 0.432637097445286 0.163691319904687 0.443385181468473 0.603305785123967 NA 0.316225165562914 0.30896156797922 NA 0.25 0.073394495412844 0.0945945945945946 0.25 NA 0.277777777777778 0.0214932126696833 0.32 0.238461538461538 0.0909090909090909 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"47" 0.0916493815779365 0.445039431408821 0.659873532876978 0.0422213469870028 0.00713845521774856 0.0495023572551074 0.511358908213364 0.102783545438525 0.559625355410604 0.0289256198347107 NA 0.267384105960265 0.48969832929925 NA 0.375 0.0825688073394495 0.175675675675676 0.2 NA 0.333333333333333 0.0231900452488688 0.16 0.323076923076923 0.272727272727273 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"48" 0.0315484878748303 0.635505084925784 0.792168135653886 0.0363922804253643 0.00436524239934264 0.070193818753274 0.674794041774153 0.125554525464116 0.656631543736411 0.128099173553719 NA 0.498344370860927 0.609687702934057 NA 0.40625 0.073394495412844 0.189189189189189 0.15 NA 0.388888888888889 0.0237556561085973 0.28 0.307692307692308 0.272727272727273 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"49" 0.155937107884561 0.563528380878201 0.740725620031915 0.0514375738479716 NA 0.0479308538501833 0.662228509611384 0.089925067232621 0.644087640073591 0.132231404958678 NA 0.440397350993378 0.559153432906311 NA 0.25 0.073394495412844 0.27027027027027 0.25 NA 0.472222222222222 0.0226244343891403 0.44 0.234615384615385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"50" 0.177780338531664 0.324744868606226 0.556764797995615 0.0367073651043718 NA 0.0568360398114196 0.493217941249896 0.0837055709217956 0.525840441545409 NA NA 0.278973509933775 0.421099238443828 NA 0.28125 0.055045871559633 0.202702702702703 0.2 NA 0.333333333333333 0.0282805429864253 0.2 0.253846153846154 0.181818181818182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"51" 0.229866072571765 0.37131907134828 0.631125751271382 0.0607325718786924 NA 0.070455735987428 0.474910543396854 0.0700636698667606 0.46312092323131 0.0619834710743802 NA 0.278145695364238 0.423490170612197 NA 0.375 0.0825688073394495 0.22972972972973 0.3 NA 0.361111111111111 0.0248868778280543 0.2 0.230769230769231 0.272727272727273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"52" 0.120854779647128 0.593621936431789 0.772124289740951 0.0523040567152422 NA 0.0848611838658984 0.708496296912707 0.0652922607782894 0.679712326475999 0.347107438016529 NA 0.28476821192053 0.642481846626129 NA 0.25 0.073394495412844 0.283783783783784 0.25 NA 0.5 0.0294117647058823 0.52 0.480769230769231 0.181818181818182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"53" 0.202389183375586 0.715182198776785 0.847993378372332 0.0535643954312722 0.00446795398520953 0.035882661079099 0.743197137388699 0.0412015293026962 0.641913363438702 0.0247933884297521 0.23728813559322 0.267384105960265 0.597674006730031 NA 0.25 0.0275229357798165 0.202702702702703 0.05 NA 0.527777777777778 0.0180995475113122 0.4 0.469230769230769 0.181818181818182 NA NA NA NA NA NA NA 0.177902621722846 NA NA NA NA NA NA NA NA NA NA NA NA NA
"54" 0.396494327930143 0.833750807657925 0.877608011572935 0.05852697912564 NA 0.0259298061812467 0.833153033202963 0.0685696116214746 0.627864191336344 0.115702479338843 NA 0.379139072847682 0.786764271798807 NA 0.3125 0.0825688073394495 0.310810810810811 0.25 NA 0.666666666666667 0.0333710407239819 0.6 0.615384615384615 0.272727272727273 NA NA NA 0.714285714285714 NA NA NA NA NA NA NA 0.5 NA NA NA NA NA NA NA NA NA
"55" 0.218573147934752 0.803382869686053 0.867910458890728 0.0465537613233556 NA 0.0662650602409639 0.895647832237663 0.0419562202624945 0.720856330490048 0.194214876033058 NA 0.355132450331126 0.805419446248303 NA 0.25 0.0642201834862385 0.283783783783784 0.15 NA 0.583333333333333 0.0288461538461538 0.44 0.615384615384615 0.272727272727273 NA NA NA 0.142857142857143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"56" 0.206102276510205 0.850620900859437 0.929339477726575 0.0697124852304057 0.0114009860312243 0.0285489785227868 0.929849380044936 0.103059371576117 0.805151363104198 0.190082644628099 0.305084745762712 0.358443708609272 0.794881634098825 NA 0.46875 0.100917431192661 0.27027027027027 0.15 NA 0.583333333333333 0.0254524886877828 0.48 0.453846153846154 0.272727272727273 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"57" 0.202773296458477 0.661606818845647 0.838756282343817 0.0541157936195352 NA 0.00261917234154007 0.759507364566864 0.0378035045243148 0.648937949489881 0.0661157024793388 0.0677966101694915 0.321192052980132 0.595784875140209 NA 0.3125 0.0825688073394495 0.22972972972973 0.15 NA 0.5 0.0164027149321267 0.2 0.465384615384615 0.363636363636364 0.142857142857143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"58" 0.146308673273412 0.525221054867633 0.777034584582345 0.0406459235919653 NA 0.034311157674175 0.517849712906715 0.0431284813472574 0.62117410938284 NA NA 0.362582781456954 0.534919416730622 NA 0.28125 0.055045871559633 0.189189189189189 NA NA 0.305555555555556 0.0084841628959276 0.28 0.2 0.0909090909090909 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"59" 0.249532662415815 0.519839619050991 0.764630217887343 0.0462386766443482 NA 0.0523834468308015 0.481900640758925 0.0290651792486802 0.535206556280314 NA 0.423728813559322 0.278145695364238 0.426737115532204 NA 0.25 0.036697247706422 0.135135135135135 NA NA 0.194444444444444 0.000565610859728508 0.24 0.123076923076923 0.0909090909090909 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"60" 0.134682850631226 0.214806029332366 0.398503795505048 0.0142575817250886 NA 0.0235725510738607 0.294499459099609 0.0262398767976585 0.420304398728884 NA NA 0.182119205298013 0.289125686286085 NA 0.3125 0.0642201834862385 0.121621621621622 NA NA 0.305555555555556 0.00961538461538462 0.16 0.253846153846154 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"61" 0.112660367212107 0.412104690169143 0.621909161409631 0.0287514769594329 NA 0.0612886327920377 0.542980777232254 0.0418068144379659 0.653286502759659 0.0743801652892562 NA 0.288907284768212 0.542771119900821 NA 0.4375 0.0458715596330275 0.297297297297297 NA NA 0.527777777777778 0.0214932126696833 0.28 0.465384615384615 0.454545454545455 NA NA NA NA NA NA NA 0.164794007490637 NA NA NA NA NA NA NA NA NA NA NA NA NA
"62" 0.161993290824819 0.371558049583558 0.565192832535457 0.0119732178022844 NA 0.0330015715034049 0.431888158442207 0.044695327045519 0.555945810336177 0.198347107438017 NA 0.177152317880795 0.403418147470335 NA 0.15625 0.0275229357798165 0.22972972972973 0.1 NA 0.444444444444444 0.0237556561085973 0.44 0.369230769230769 0.636363636363636 0.142857142857143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
